[09-Jan-2017 09:17:52 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 09:17:53 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 09:18:17 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 09:18:28 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 09:18:29 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 09:18:38 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/connect.php on line 3
[09-Jan-2017 14:45:34 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/get.php on line 3
[09-Jan-2017 14:49:33 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/get.php on line 3
[09-Jan-2017 15:03:56 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/get.php on line 3
[09-Jan-2017 15:05:04 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:05:10 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:05:11 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:05:11 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:05:17 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:05:41 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 15:11:17 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/modify.php on line 3
[09-Jan-2017 15:15:15 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/delete.php on line 3
[09-Jan-2017 15:48:10 Asia/Chongqing] PHP Notice:  Undefined variable: img_uri in /home/fhw/phptest/student/tpl/mysql/list.tpl.php on line 14
[09-Jan-2017 16:10:27 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/add.php on line 2
[09-Jan-2017 16:10:31 Asia/Chongqing] PHP Warning:  require_once(/home/fhw/phptest/student/action/mysql../../util/util.php): failed to open stream: No such file or directory in /home/fhw/phptest/student/action/mysql/list.php on line 2
[09-Jan-2017 16:10:31 Asia/Chongqing] PHP Fatal error:  require_once(): Failed opening required '/home/fhw/phptest/student/action/mysql../../util/util.php' (include_path='.:/usr/share/php:/usr/share/pear') in /home/fhw/phptest/student/action/mysql/list.php on line 2
[09-Jan-2017 16:13:12 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:15 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:15 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:15 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:15 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:15 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:18 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:24 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:24 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:24 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:24 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:24 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
[09-Jan-2017 16:15:25 Asia/Chongqing] PHP Warning:  mysql_connect(): Headers and client library minor version mismatch. Headers:50552 Library:50634 in /home/fhw/phptest/student/action/mysql/list.php on line 5
[09-Jan-2017 16:15:25 Asia/Chongqing] PHP Warning:  stream_context_create(): options should have the form [&quot;wrappername&quot;][&quot;optionname&quot;] = $value in /home/fhw/phptest/student/action/mysql/list.php on line 35
